age,body_type,diet,diet_intensity,drinks,drugs,education_type,education_progress,ethnicity,height,income,job,offspring,has_kids,orientation,religion,religion_intensity,sex,sign,sign_intensity,smokes,speaks,status,has_dogs,has_cats,likes_dogs,likes_cats
52,rather not say,NA,NA,NA,NA,NA,NA,white,72,NA,NA,NA,NA,straight,other,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
23,curvy,anything,mostly,socially,NA,college/university,graduated from,white,69,NA,other,"doesn't have kids, but wants them",FALSE,straight,NA,NA,female,gemini,NA,no,english,single,FALSE,FALSE,TRUE,NA
19,curvy,NA,NA,not at all,often,college/university,working on,white,62,NA,student,NA,NA,straight,catholicism,somewhat serious,female,capricorn,it matters a lot,no,english (fluently),single,TRUE,FALSE,TRUE,TRUE
31,average,anything,mostly,socially,never,college/university,graduated from,"black, white",63,NA,education / academia,"has a kid, and might want more",TRUE,straight,NA,NA,female,sagittarius,it's fun to think about,no,"english (fluently), spanish (okay)",single,FALSE,FALSE,TRUE,TRUE
20,curvy,vegetarian,mostly,rarely,never,college/university,working on,white,71,30000,artistic / musical / writer,might want kids,FALSE,bisexual,other,NA,female,aquarius,it's fun to think about,when drinking,"english (fluently), german (poorly), irish (poorly), polish (poorly), yiddish (poorly)",single,TRUE,FALSE,TRUE,TRUE
41,athletic,anything,NA,socially,sometimes,masters program,graduated from,white,69,150000,executive / management,"has a kid, but doesn't want more",TRUE,straight,judaism,laughing,male,pisces,it doesn't matter,no,english,available,NA,NA,NA,NA
28,fit,anything,strictly,often,never,masters program,graduated from,white,69,NA,artistic / musical / writer,NA,NA,gay,NA,NA,male,gemini,it's fun to think about,no,"english (fluently), french (okay)",single,TRUE,FALSE,TRUE,TRUE
23,a little extra,NA,NA,rarely,never,college/university,working on,other,74,NA,other,doesn't have kids,FALSE,straight,christianity,NA,male,scorpio,NA,no,"english (fluently), greek (poorly), spanish (poorly)",single,NA,NA,NA,NA
24,a little extra,vegetarian,mostly,socially,sometimes,college/university,graduated from,white,62,NA,NA,NA,NA,gay,NA,NA,female,virgo,NA,NA,english,single,FALSE,FALSE,TRUE,TRUE
34,used up,vegetarian,mostly,socially,NA,space camp,graduated from,"white, other",69,NA,entertainment / media,doesn't have kids,FALSE,straight,atheism,laughing,male,pisces,it doesn't matter,no,"english (fluently), french (poorly)",available,FALSE,FALSE,TRUE,TRUE
32,fit,NA,NA,socially,never,masters program,graduated from,asian,64,NA,sales / marketing / biz dev,"doesn't have kids, but wants them",FALSE,straight,buddhism,not too serious,female,scorpio,it's fun to think about,no,english,single,NA,NA,NA,NA
42,fit,anything,NA,socially,never,dropped out of college/university,NA,black,70,60000,construction / craftsmanship,"has a kid, and might want more",TRUE,straight,catholicism,NA,male,cancer,it doesn't matter,NA,english,single,FALSE,FALSE,TRUE,NA
26,fit,anything,mostly,NA,NA,masters program,working on,other,72,NA,education / academia,NA,NA,straight,agnosticism,laughing,male,NA,NA,no,"english (fluently), spanish (fluently), russian (poorly), arabic (poorly), sign language (poorly)",single,FALSE,FALSE,NA,TRUE
25,full figured,other,strictly,socially,never,college/university,working on,white,70,20000,sales / marketing / biz dev,NA,NA,straight,buddhism,not too serious,male,capricorn,it's fun to think about,no,"english (fluently), japanese (poorly)",single,TRUE,FALSE,TRUE,NA
25,average,NA,NA,socially,never,two-year college,working on,NA,67,NA,other,NA,NA,straight,agnosticism,NA,male,virgo,it doesn't matter,no,english,single,TRUE,FALSE,TRUE,NA
45,fit,NA,NA,socially,NA,college/university,graduated from,NA,70,NA,hospitality / travel,has a kid,TRUE,straight,NA,NA,male,virgo,it's fun to think about,no,"english (fluently), spanish (poorly), english (poorly)",single,FALSE,FALSE,TRUE,TRUE
59,fit,NA,NA,socially,never,NA,NA,white,64,NA,sales / marketing / biz dev,has kids,TRUE,straight,christianity,NA,female,aquarius,NA,no,english (fluently),single,FALSE,TRUE,TRUE,TRUE
55,a little extra,anything,mostly,rarely,NA,high school,graduated from,NA,64,NA,banking / financial / real estate,has kids,TRUE,straight,agnosticism,laughing,female,aries,it doesn't matter,when drinking,english (fluently),single,TRUE,FALSE,TRUE,FALSE
30,athletic,NA,NA,socially,NA,two-year college,graduated from,"hispanic / latin, white",71,NA,computer / hardware / software,NA,NA,straight,other,NA,male,aquarius,NA,NA,english (fluently),single,NA,NA,NA,NA
27,average,anything,strictly,socially,NA,college/university,graduated from,white,66,NA,sales / marketing / biz dev,NA,NA,straight,catholicism,laughing,female,scorpio,it doesn't matter,no,english (fluently),single,NA,NA,NA,NA
39,a little extra,anything,mostly,often,sometimes,college/university,graduated from,white,74,20000,hospitality / travel,NA,NA,straight,agnosticism,laughing,male,libra,it's fun to think about,sometimes,"english (fluently), english (okay), english (poorly)",single,FALSE,FALSE,TRUE,TRUE
33,athletic,anything,NA,socially,never,NA,NA,white,73,NA,law / legal services,"doesn't have kids, but might want them",FALSE,gay,NA,NA,male,virgo,NA,NA,english,single,NA,NA,NA,NA
23,rather not say,vegetarian,mostly,rarely,never,two-year college,working on,asian,61,NA,student,"doesn't have kids, but wants them",FALSE,straight,catholicism,laughing,male,sagittarius,it's fun to think about,no,"english (fluently), japanese (poorly)",single,TRUE,FALSE,TRUE,TRUE
48,used up,NA,NA,desperately,never,NA,NA,white,69,NA,education / academia,NA,NA,straight,NA,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
44,average,vegetarian,strictly,rarely,never,college/university,graduated from,white,64,NA,artistic / musical / writer,"doesn't have kids, and doesn't want any",FALSE,straight,atheism,laughing,female,aquarius,it doesn't matter,no,"english (fluently), spanish (okay)",available,NA,NA,NA,NA
25,fit,anything,mostly,socially,never,college/university,graduated from,white,66,NA,science / tech / engineering,NA,NA,straight,NA,NA,female,gemini,it doesn't matter,no,english,single,TRUE,FALSE,TRUE,NA
29,thin,NA,NA,socially,NA,masters program,graduated from,white,70,NA,artistic / musical / writer,NA,NA,straight,agnosticism,not too serious,female,aries,it doesn't matter,no,"english, italian (poorly), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
35,average,NA,NA,often,sometimes,space camp,graduated from,white,62,NA,artistic / musical / writer,NA,NA,straight,other,laughing,female,cancer,it doesn't matter,no,english (fluently),single,TRUE,FALSE,TRUE,TRUE
36,average,anything,strictly,socially,NA,college/university,graduated from,asian,63,NA,entertainment / media,doesn't want kids,FALSE,straight,agnosticism,NA,female,capricorn,NA,no,english,single,NA,NA,NA,NA
25,athletic,NA,NA,socially,sometimes,NA,NA,white,72,NA,sales / marketing / biz dev,doesn't have kids,FALSE,straight,NA,NA,male,aquarius,NA,no,english,single,NA,NA,NA,NA
25,athletic,anything,strictly,socially,sometimes,college/university,graduated from,"hispanic / latin, white",73,NA,sales / marketing / biz dev,"doesn't have kids, but wants them",FALSE,straight,other,laughing,male,aries,it doesn't matter,when drinking,"english (fluently), spanish (okay)",single,FALSE,FALSE,TRUE,NA
24,athletic,anything,strictly,socially,never,dropped out of ph.d program,NA,"pacific islander, white",62,NA,entertainment / media,NA,NA,straight,NA,NA,male,pisces,it doesn't matter,sometimes,english (fluently),single,FALSE,FALSE,TRUE,TRUE
54,NA,NA,NA,not at all,never,two-year college,graduated from,asian,70,NA,entertainment / media,doesn't want kids,FALSE,straight,christianity,not too serious,male,sagittarius,NA,no,english,single,FALSE,FALSE,TRUE,TRUE
26,athletic,NA,NA,socially,never,college/university,graduated from,white,70,NA,sales / marketing / biz dev,NA,NA,straight,atheism,not too serious,male,aries,it doesn't matter,when drinking,"english (fluently), french (poorly), german (poorly)",single,NA,NA,NA,NA
28,athletic,anything,mostly,socially,never,college/university,graduated from,other,67,100000,other,NA,NA,straight,catholicism,laughing,male,sagittarius,it's fun to think about,no,"english (fluently), portuguese (okay)",single,FALSE,FALSE,TRUE,TRUE
28,fit,NA,NA,socially,NA,masters program,graduated from,NA,65,NA,NA,NA,NA,straight,NA,NA,female,scorpio,NA,no,"english (fluently), arabic (okay), french (okay)",single,NA,NA,NA,NA
23,fit,anything,mostly,socially,never,college/university,graduated from,white,65,NA,sales / marketing / biz dev,NA,NA,straight,NA,NA,female,taurus,it's fun to think about,no,english,single,NA,NA,NA,NA
26,skinny,NA,NA,NA,never,college/university,graduated from,white,63,NA,medicine / health,NA,NA,bisexual,judaism,not too serious,female,aries,it doesn't matter,NA,english,single,NA,NA,NA,NA
31,average,anything,mostly,socially,sometimes,college/university,graduated from,white,70,NA,other,"doesn't have kids, but might want them",FALSE,straight,atheism,not too serious,male,sagittarius,it doesn't matter,no,english (poorly),single,TRUE,FALSE,TRUE,TRUE
27,NA,NA,NA,socially,NA,masters program,graduated from,white,75,NA,entertainment / media,NA,NA,straight,agnosticism,laughing,male,taurus,it's fun to think about,no,"english (poorly), spanish (okay)",single,NA,NA,NA,NA
38,fit,anything,strictly,socially,never,masters program,graduated from,white,73,NA,education / academia,NA,NA,straight,NA,NA,male,NA,NA,sometimes,"english (fluently), danish (fluently), german",available,NA,NA,NA,NA
28,athletic,NA,NA,socially,NA,college/university,graduated from,NA,74,NA,computer / hardware / software,NA,NA,straight,NA,NA,male,leo,it's fun to think about,no,english (fluently),single,TRUE,FALSE,TRUE,NA
35,athletic,NA,NA,socially,NA,college/university,graduated from,white,66,NA,banking / financial / real estate,NA,NA,straight,judaism,somewhat serious,female,sagittarius,NA,no,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
38,full figured,NA,NA,socially,never,NA,NA,black,70,30000,clerical / administrative,"has kids, but doesn't want more",TRUE,straight,christianity,NA,female,scorpio,it doesn't matter,no,english,single,NA,NA,NA,NA
27,fit,anything,strictly,often,sometimes,college/university,graduated from,white,70,NA,NA,NA,NA,straight,NA,NA,male,gemini,it's fun to think about,sometimes,"english, spanish",single,NA,NA,NA,NA
41,average,anything,mostly,socially,never,college/university,graduated from,"asian, white",72,NA,executive / management,doesn't have kids,FALSE,straight,NA,NA,male,aquarius,it doesn't matter,no,english,single,TRUE,FALSE,TRUE,NA
33,fit,NA,NA,socially,NA,college/university,working on,white,67,NA,executive / management,NA,NA,straight,NA,NA,female,gemini,it's fun to think about,no,"english (fluently), spanish (poorly)",single,NA,NA,NA,NA
23,thin,anything,NA,NA,never,college/university,NA,native american,67,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,no,english,single,NA,NA,NA,NA
29,fit,NA,NA,socially,NA,college/university,graduated from,black,66,NA,other,NA,NA,straight,agnosticism,not too serious,female,capricorn,it's fun to think about,no,"english (fluently), spanish (fluently)",single,FALSE,FALSE,TRUE,TRUE
24,skinny,anything,NA,often,NA,NA,NA,NA,66,NA,hospitality / travel,NA,NA,straight,NA,NA,female,aries,NA,NA,english,seeing someone,NA,NA,NA,NA
29,fit,anything,mostly,rarely,sometimes,high school,graduated from,"native american, white",68,NA,construction / craftsmanship,"doesn't have kids, but might want them",FALSE,straight,atheism,NA,male,leo,NA,sometimes,english,single,TRUE,FALSE,TRUE,TRUE
29,athletic,anything,mostly,socially,sometimes,college/university,working on,middle eastern,71,30000,hospitality / travel,NA,NA,straight,NA,NA,male,scorpio,it doesn't matter,yes,"english, arabic, hebrew, spanish",single,FALSE,FALSE,TRUE,TRUE
44,a little extra,NA,NA,not at all,never,high school,graduated from,black,75,NA,other,doesn't want kids,FALSE,gay,christianity,very serious,male,taurus,it doesn't matter,yes,english,single,NA,NA,NA,NA
24,athletic,NA,NA,socially,never,college/university,graduated from,hispanic / latin,72,NA,sales / marketing / biz dev,NA,NA,straight,NA,NA,male,scorpio,NA,NA,english,single,NA,NA,NA,NA
37,jacked,NA,NA,very often,often,dropped out of space camp,NA,"asian, pacific islander",67,150000,other,"doesn't have kids, but wants them",FALSE,straight,NA,NA,male,virgo,it's fun to think about,NA,"english (fluently), french (okay), chinese (poorly), hawaiian (fluently), other",single,FALSE,FALSE,TRUE,TRUE
38,fit,anything,mostly,rarely,sometimes,college/university,graduated from,asian,68,NA,computer / hardware / software,"doesn't have kids, but wants them",FALSE,straight,atheism,not too serious,male,leo,it doesn't matter,no,"english (fluently), spanish (poorly), c++ (poorly), lisp (okay)",single,FALSE,FALSE,TRUE,TRUE
30,fit,NA,NA,socially,sometimes,college/university,graduated from,other,68,NA,entertainment / media,NA,NA,straight,judaism,NA,female,NA,NA,no,"english (fluently), russian (fluently), hebrew (poorly)",single,FALSE,FALSE,TRUE,TRUE
23,average,anything,mostly,often,NA,college/university,NA,NA,74,NA,NA,NA,NA,straight,other,laughing,male,leo,NA,NA,"english (fluently), russian (okay)",single,TRUE,FALSE,TRUE,NA
20,NA,anything,NA,socially,sometimes,two-year college,working on,"asian, white",65,NA,student,NA,NA,gay,other,not too serious,female,virgo,NA,trying to quit,english,seeing someone,FALSE,TRUE,TRUE,TRUE
31,average,anything,mostly,socially,never,college/university,graduated from,NA,64,NA,banking / financial / real estate,"doesn't have kids, but wants them",FALSE,straight,catholicism,not too serious,female,capricorn,it's fun to think about,when drinking,english,single,FALSE,TRUE,TRUE,TRUE
42,fit,NA,NA,socially,NA,masters program,graduated from,white,70,NA,education / academia,NA,NA,gay,other,NA,male,capricorn,it's fun to think about,sometimes,english,available,TRUE,FALSE,TRUE,NA
29,athletic,NA,NA,often,NA,masters program,graduated from,black,72,NA,executive / management,NA,NA,straight,NA,NA,male,scorpio,it's fun to think about,no,"english (fluently), spanish (okay), swahili (okay)",seeing someone,FALSE,FALSE,TRUE,NA
44,average,vegetarian,mostly,rarely,never,masters program,graduated from,white,64,NA,medicine / health,NA,NA,straight,judaism,not too serious,female,virgo,it doesn't matter,no,"english, french (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
27,thin,anything,mostly,socially,never,NA,NA,"hispanic / latin, white, other",67,NA,NA,NA,NA,straight,NA,NA,male,NA,NA,sometimes,english,single,NA,NA,NA,NA
29,curvy,anything,NA,socially,never,law school,graduated from,white,67,150000,law / legal services,doesn't have kids,FALSE,straight,atheism,laughing,female,NA,NA,no,english,single,NA,NA,NA,NA
19,athletic,NA,NA,socially,sometimes,high school,graduated from,hispanic / latin,74,NA,student,doesn't want kids,FALSE,straight,christianity,not too serious,male,gemini,it's fun to think about,sometimes,"english (fluently), spanish (okay), french (poorly)",single,NA,NA,NA,NA
30,NA,vegetarian,NA,rarely,NA,masters program,graduated from,NA,73,NA,NA,doesn't have kids,FALSE,straight,agnosticism,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
38,thin,anything,mostly,socially,never,law school,graduated from,white,69,NA,law / legal services,NA,NA,straight,christianity,not too serious,female,taurus,it doesn't matter,no,"english, english",single,NA,NA,NA,NA
32,athletic,NA,NA,rarely,NA,college/university,graduated from,other,72,NA,computer / hardware / software,NA,NA,straight,judaism,not too serious,male,cancer,it doesn't matter,no,"english (okay), tamil (fluently), chinese (fluently), hebrew (okay), tagalog (fluently)",single,FALSE,FALSE,TRUE,FALSE
32,thin,anything,mostly,socially,never,college/university,graduated from,white,62,100000,sales / marketing / biz dev,NA,NA,straight,agnosticism,NA,female,aquarius,NA,no,"english (fluently), french (poorly)",single,TRUE,FALSE,TRUE,NA
35,NA,NA,NA,socially,never,college/university,graduated from,hispanic / latin,65,40000,education / academia,NA,NA,straight,other,laughing,female,capricorn,it doesn't matter,no,"english, spanish",single,FALSE,TRUE,NA,TRUE
37,fit,vegetarian,mostly,socially,NA,space camp,working on,white,75,150000,computer / hardware / software,doesn't have kids,FALSE,straight,NA,NA,male,leo,it's fun to think about,NA,"english (fluently), spanish (okay)",single,FALSE,FALSE,TRUE,TRUE
42,NA,NA,NA,socially,never,college/university,graduated from,NA,64,NA,medicine / health,doesn't have kids,FALSE,straight,christianity,NA,female,pisces,NA,no,english,single,TRUE,FALSE,TRUE,NA
25,fit,anything,NA,often,never,NA,NA,asian,66,NA,student,NA,NA,straight,other,NA,male,libra,NA,sometimes,"english, chinese (okay)",single,NA,NA,NA,NA
